pO2,pCO2,f1,f2
112.1,39.2,0.0159579,-0.015741
112.1,39.4,0.0159408,-0.0147281
112.1,39.6,0.0159236,-0.0137188
112.1,39.8,0.0159065,-0.0127132
112.1,40,0.0158894,-0.0117113
112.1,40.2,0.0158723,-0.0107129
112.1,40.4,0.0158552,-0.00971818
112.1,40.6,0.0158381,-0.00872697
112.1,40.8,0.015821,-0.00773928
112.1,41,0.0158039,-0.0067551
112.1,41.2,0.0157868,-0.00577439
112.1,41.4,0.0157697,-0.00479712
112.1,41.6,0.0157526,-0.00382328
112.1,41.8,0.0157355,-0.00285283
112.1,42,0.0157184,-0.00188574
112.1,42.2,0.0157013,-0.000922005
112.1,42.4,0.0156843,3.84148e-05
112.1,42.6,0.0156672,0.00099554
112.1,42.8,0.0156501,0.0019494
112.1,43,0.0156331,0.00290001
112.1,43.2,0.015616,0.00384739
112.1,43.4,0.0155989,0.00479158
112.1,43.6,0.0155819,0.00573259
112.1,43.8,0.0155648,0.00667045
112.1,44,0.0155478,0.00760519
112.1,44.2,0.0155308,0.00853681
112.1,44.4,0.0155137,0.00946534
112.1,44.6,0.0154967,0.0103908
112.1,44.8,0.0154797,0.0113132
112.1,45,0.0154627,0.0122327
112.1,45.2,0.0154457,0.0131491
112.1,45.4,0.0154286,0.0140625
112.1,45.6,0.0154116,0.014973
112.1,45.8,0.0153946,0.0158805
112.1,46,0.0153777,0.0167851
112.1,46.2,0.0153607,0.0176869
112.1,46.4,0.0153437,0.0185857
112.1,46.6,0.0153267,0.0194817
112.1,46.8,0.0153097,0.0203748
112.1,47,0.0152928,0.0212652
112.1,47.2,0.0152758,0.0221527
112.1,47.4,0.0152589,0.0230374
112.1,47.6,0.0152419,0.0239194
112.1,47.8,0.015225,0.0247987
112.1,48,0.0152081,0.0256752
112.1,48.2,0.0151911,0.026549
112.1,48.4,0.0151742,0.0274201
112.1,48.6,0.0151573,0.0282885
112.1,48.8,0.0151404,0.0291543
112.1,49,0.0151235,0.0300175
112.1,49.2,0.0151066,0.030878
112.1,49.4,0.0150897,0.0317359
112.1,49.6,0.0150729,0.0325912
112.1,49.8,0.015056,0.033444
112.1,50,0.0150391,0.0342942
112.1,50.2,0.0150223,0.0351419
112.1,50.4,0.0150054,0.035987
112.1,50.6,0.0149886,0.0368296
112.1,50.8,0.0149718,0.0376698
112.1,51,0.0149549,0.0385074
112.1,51.2,0.0149381,0.0393427
112.1,51.4,0.0149213,0.0401754
112.1,51.6,0.0149045,0.0410058
112.1,51.8,0.0148877,0.0418337
112.1,52,0.0148709,0.0426592
112.1,52.2,0.0148542,0.0434823
112.1,52.4,0.0148374,0.0443031
112.1,52.6,0.0148206,0.0451215
112.1,52.8,0.0148039,0.0459376
112.1,53,0.0147871,0.0467513
112.1,53.2,0.0147704,0.0475627
112.1,53.4,0.0147537,0.0483718
112.1,53.6,0.014737,0.0491787
112.1,53.8,0.0147203,0.0499832
112.1,54,0.0147036,0.0507855
112.1,54.2,0.0146869,0.0515856
112.1,54.4,0.0146702,0.0523834
112.1,54.6,0.0146535,0.053179
112.1,54.8,0.0146368,0.0539724
112.1,55,0.0146202,0.0547636
112.1,55.2,0.0146035,0.0555527
112.1,55.4,0.0145869,0.0563395
112.1,55.6,0.0145703,0.0571242
112.1,55.8,0.0145537,0.0579068
112.1,56,0.0145371,0.0586872
112.1,56.2,0.0145205,0.0594655
112.1,56.4,0.0145039,0.0602417
112.1,56.6,0.0144873,0.0610158
112.1,56.8,0.0144707,0.0617878
112.1,57,0.0144541,0.0625578
112.1,57.2,0.0144376,0.0633256
112.1,57.4,0.014421,0.0640915
112.1,57.6,0.0144045,0.0648553
112.1,57.8,0.014388,0.0656171
112.1,58,0.0143715,0.0663768
112.1,58.2,0.014355,0.0671346
112.1,58.4,0.0143385,0.0678903
112.1,58.6,0.014322,0.0686441
112.1,58.8,0.0143055,0.0693959
112.1,59,0.0142891,0.0701458
112.1,59.2,0.0142726,0.0708937
112.1,59.4,0.0142562,0.0716397
112.1,59.6,0.0142397,0.0723837
112.1,59.8,0.0142233,0.0731258
112.1,60,0.0142069,0.073866
112.1,60.2,0.0141905,0.0746043
112.1,60.4,0.0141741,0.0753408
112.1,60.6,0.0141577,0.0760753
112.1,60.8,0.0141414,0.076808
112.1,61,0.014125,0.0775388
112.1,61.2,0.0141086,0.0782678
112.1,61.4,0.0140923,0.078995
112.1,61.6,0.014076,0.0797203
112.1,61.8,0.0140597,0.0804438
112.1,62,0.0140434,0.0811655
112.1,62.2,0.0140271,0.0818853
112.1,62.4,0.0140108,0.0826034
112.1,62.6,0.0139945,0.0833198
112.1,62.8,0.0139782,0.0840343
112.1,63,0.013962,0.0847471
112.1,63.2,0.0139457,0.0854581
112.1,63.4,0.0139295,0.0861674
112.1,63.6,0.0139133,0.0868749
112.1,63.8,0.0138971,0.0875808
112.1,64,0.0138809,0.0882849
112.1,64.2,0.0138647,0.0889872
112.1,64.4,0.0138485,0.0896879
112.1,64.6,0.0138324,0.0903869
112.1,64.8,0.0138162,0.0910842
112.1,65,0.0138001,0.0917799
112.1,65.2,0.0137839,0.0924739
112.1,65.4,0.0137678,0.0931662
112.1,65.6,0.0137517,0.0938568
112.1,65.8,0.0137356,0.0945458
112.1,66,0.0137195,0.0952332
112.1,66.2,0.0137035,0.095919
112.1,66.4,0.0136874,0.0966031
112.1,66.6,0.0136714,0.0972856
112.1,66.8,0.0136553,0.0979666
112.1,67,0.0136393,0.0986459
112.1,67.2,0.0136233,0.0993236
112.1,67.4,0.0136073,0.0999998
112.1,67.6,0.0135913,0.100674
112.1,67.8,0.0135753,0.101347
112.1,68,0.0135594,0.102019
112.1,68.2,0.0135434,0.102689
112.1,68.4,0.0135275,0.103357
112.1,68.6,0.0135115,0.104024
112.1,68.8,0.0134956,0.104689
112.1,69,0.0134797,0.105353
112.1,69.2,0.0134638,0.106015
112.1,69.4,0.0134479,0.106676
112.1,69.6,0.0134321,0.107335
112.1,69.8,0.0134162,0.107993
112.1,70,0.0134004,0.108649
112.55,30,0.0167805,-0.0669883
112.55,30.2,0.0167636,-0.0657658
112.55,30.4,0.0167467,-0.0645489
112.55,30.6,0.0167298,-0.0633375
112.55,30.8,0.0167129,-0.0621317
112.55,31,0.016696,-0.0609312
112.55,31.2,0.0166791,-0.0597361
112.55,31.4,0.0166621,-0.0585463
112.55,31.6,0.0166452,-0.0573618
112.55,31.8,0.0166283,-0.0561824
112.55,32,0.0166114,-0.0550083
112.55,32.2,0.0165944,-0.0538392
112.55,32.4,0.0165775,-0.0526752
112.55,32.6,0.0165605,-0.0515162
112.55,32.8,0.0165436,-0.0503622
112.55,33,0.0165267,-0.0492131
112.55,33.2,0.0165097,-0.0480688
112.55,33.4,0.0164928,-0.0469294
112.55,33.6,0.0164758,-0.0457948
112.55,33.8,0.0164588,-0.0446649
112.55,34,0.0164419,-0.0435397
112.55,34.2,0.0164249,-0.0424191
112.55,34.4,0.016408,-0.0413031
112.55,34.6,0.016391,-0.0401917
112.55,34.8,0.016374,-0.0390849
112.55,35,0.0163571,-0.0379825
112.55,35.2,0.0163401,-0.0368846
112.55,35.4,0.0163232,-0.035791
112.55,35.6,0.0163062,-0.0347019
112.55,35.8,0.0162892,-0.033617
112.55,36,0.0162723,-0.0325365
112.55,36.2,0.0162553,-0.0314602
112.55,36.4,0.0162383,-0.0303881
112.55,36.6,0.0162214,-0.0293203
112.55,36.8,0.0162044,-0.0282565
112.55,37,0.0161874,-0.0271969
112.55,37.2,0.0161705,-0.0261413
112.55,37.4,0.0161535,-0.0250898
112.55,37.6,0.0161365,-0.0240423
112.55,37.8,0.0161196,-0.0229988
112.55,38,0.0161026,-0.0219592
112.55,38.2,0.0160856,-0.0209235
112.55,38.4,0.0160687,-0.0198917
112.55,38.6,0.0160517,-0.0188638
112.55,38.8,0.0160348,-0.0178397
112.55,39,0.0160178,-0.0168193
112.55,39.2,0.0160009,-0.0158027
112.55,39.4,0.0159839,-0.0147899
112.55,39.6,0.015967,-0.0137807
112.55,39.8,0.01595,-0.0127752
112.55,40,0.0159331,-0.0117733
112.55,40.2,0.0159161,-0.0107751
112.55,40.4,0.0158992,-0.00978038
112.55,40.6,0.0158823,-0.00878925
112.55,40.8,0.0158653,-0.00780165
112.55,41,0.0158484,-0.00681755
112.55,41.2,0.0158315,-0.00583693
112.55,41.4,0.0158145,-0.00485974
112.55,41.6,0.0157976,-0.00388598
112.55,41.8,0.0157807,-0.00291561
112.55,42,0.0157638,-0.00194861
112.55,42.2,0.0157469,-0.000984955
112.55,42.4,0.01573,-2.46158e-05
112.55,42.6,0.0157131,0.000932429
112.55,42.8,0.0156962,0.0018862
112.55,43,0.0156793,0.00283673
112.55,43.2,0.0156624,0.00378404
112.55,43.4,0.0156455,0.00472815
112.55,43.6,0.0156286,0.00566909
112.55,43.8,0.0156117,0.00660687
112.55,44,0.0155949,0.00754152
112.55,44.2,0.015578,0.00847307
112.55,44.4,0.0155611,0.00940153
112.55,44.6,0.0155443,0.0103269
112.55,44.8,0.0155274,0.0112493
112.55,45,0.0155106,0.0121686
112.55,45.2,0.0154937,0.0130849
112.55,45.4,0.0154769,0.0139983
112.55,45.6,0.01546,0.0149087
112.55,45.8,0.0154432,0.0158162
112.55,46,0.0154264,0.0167207
112.55,46.2,0.0154096,0.0176224
112.55,46.4,0.0153928,0.0185211
112.55,46.6,0.015376,0.0194171
112.55,46.8,0.0153592,0.0203101
112.55,47,0.0153424,0.0212004
112.55,47.2,0.0153256,0.0220878
112.55,47.4,0.0153088,0.0229725
112.55,47.6,0.015292,0.0238544
112.55,47.8,0.0152752,0.0247336
112.55,48,0.0152585,0.02561
112.55,48.2,0.0152417,0.0264838
112.55,48.4,0.015225,0.0273548
112.55,48.6,0.0152082,0.0282232
112.55,48.8,0.0151915,0.0290889
112.55,49,0.0151748,0.029952
112.55,49.2,0.015158,0.0308124
112.55,49.4,0.0151413,0.0316703
112.55,49.6,0.0151246,0.0325255
112.55,49.8,0.0151079,0.0333782
112.55,50,0.0150912,0.0342284
112.55,50.2,0.0150745,0.035076
112.55,50.4,0.0150579,0.0359211
112.55,50.6,0.0150412,0.0367636
112.55,50.8,0.0150245,0.0376037
112.55,51,0.0150079,0.0384413
112.55,51.2,0.0149912,0.0392764
112.55,51.4,0.0149746,0.0401091
112.55,51.6,0.0149579,0.0409394
112.55,51.8,0.0149413,0.0417673
112.55,52,0.0149247,0.0425927
112.55,52.2,0.0149081,0.0434158
112.55,52.4,0.0148915,0.0442365
112.55,52.6,0.0148749,0.0450548
112.55,52.8,0.0148583,0.0458708
112.55,53,0.0148417,0.0466845
112.55,53.2,0.0148251,0.0474959
112.55,53.4,0.0148086,0.0483049
112.55,53.6,0.014792,0.0491117
112.55,53.8,0.0147755,0.0499162
112.55,54,0.0147589,0.0507185
112.55,54.2,0.0147424,0.0515185
112.55,54.4,0.0147259,0.0523162
112.55,54.6,0.0147094,0.0531118
112.55,54.8,0.0146929,0.0539051
112.55,55,0.0146764,0.0546962
112.55,55.2,0.0146599,0.0554852
112.55,55.4,0.0146434,0.056272
112.55,55.6,0.014627,0.0570566
112.55,55.8,0.0146105,0.0578391
112.55,56,0.0145941,0.0586195
112.55,56.2,0.0145776,0.0593978
112.55,56.4,0.0145612,0.0601739
112.55,56.6,0.0145448,0.0609479
112.55,56.8,0.0145284,0.0617199
112.55,57,0.014512,0.0624898
112.55,57.2,0.0144956,0.0632576
112.55,57.4,0.0144792,0.0640234
112.55,57.6,0.0144628,0.0647872
112.55,57.8,0.0144465,0.0655489
112.55,58,0.0144301,0.0663086
112.55,58.2,0.0144138,0.0670663
112.55,58.4,0.0143975,0.067822
112.55,58.6,0.0143811,0.0685757
112.55,58.8,0.0143648,0.0693275
112.55,59,0.0143485,0.0700773
112.55,59.2,0.0143322,0.0708251
112.55,59.4,0.0143159,0.071571
112.55,59.6,0.0142997,0.072315
112.55,59.8,0.0142834,0.0730571
112.55,60,0.0142672,0.0737973
112.55,60.2,0.0142509,0.0745355
112.55,60.4,0.0142347,0.0752719
112.55,60.6,0.0142185,0.0760064
112.55,60.8,0.0142023,0.076739
112.55,61,0.0141861,0.0774698
112.55,61.2,0.0141699,0.0781987
112.55,61.4,0.0141537,0.0789258
112.55,61.6,0.0141375,0.0796511
112.55,61.8,0.0141214,0.0803745
112.55,62,0.0141052,0.0810962
112.55,62.2,0.0140891,0.081816
112.55,62.4,0.014073,0.082534
112.55,62.6,0.0140568,0.0832503
112.55,62.8,0.0140407,0.0839648
112.55,63,0.0140246,0.0846775
112.55,63.2,0.0140086,0.0853885
112.55,63.4,0.0139925,0.0860978
112.55,63.6,0.0139764,0.0868052
112.55,63.8,0.0139604,0.087511
112.55,64,0.0139443,0.0882151
112.55,64.2,0.0139283,0.0889174
112.55,64.4,0.0139123,0.0896181
112.55,64.6,0.0138963,0.090317
112.55,64.8,0.0138803,0.0910143
112.55,65,0.0138643,0.0917099
112.55,65.2,0.0138483,0.0924038
112.55,65.4,0.0138324,0.093096
112.55,65.6,0.0138164,0.0937867
112.55,65.8,0.0138005,0.0944756
112.55,66,0.0137846,0.095163
112.55,66.2,0.0137687,0.0958487
112.55,66.4,0.0137527,0.0965328
112.55,66.6,0.0137369,0.0972152
112.55,66.8,0.013721,0.0978961
112.55,67,0.0137051,0.0985754
112.55,67.2,0.0136892,0.0992531
112.55,67.4,0.0136734,0.0999292
112.55,67.6,0.0136576,0.100604
112.55,67.8,0.0136417,0.101277
112.55,68,0.0136259,0.101948
112.55,68.2,0.0136101,0.102618
112.55,68.4,0.0135944,0.103286
112.55,68.6,0.0135786,0.103953
112.55,68.8,0.0135628,0.104618
112.55,69,0.0135471,0.105282
112.55,69.2,0.0135313,0.105944
112.55,69.4,0.0135156,0.106605
112.55,69.6,0.0134999,0.107264
112.55,69.8,0.0134842,0.107922
112.55,70,0.0134685,0.108578
113,30,0.0168151,-0.0670449
113,30.2,0.0167984,-0.0658225
113,30.4,0.0167817,-0.0646057
113,30.6,0.0167649,-0.0633945
113,30.8,0.0167482,-0.0621887
113,31,0.0167314,-0.0609884
113,31.2,0.0167147,-0.0597934
113,31.4,0.0166979,-0.0586037
113,31.6,0.0166812,-0.0574193
113,31.8,0.0166644,-0.0562401
113,32,0.0166477,-0.055066
113,32.2,0.0166309,-0.0538971
113,32.4,0.0166141,-0.0527332
113,32.6,0.0165973,-0.0515743
113,32.8,0.0165806,-0.0504204
113,33,0.0165638,-0.0492714
113,33.2,0.016547,-0.0481272
113,33.4,0.0165302,-0.0469879
113,33.6,0.0165134,-0.0458534
113,33.8,0.0164967,-0.0447236
113,34,0.0164799,-0.0435985
113,34.2,0.0164631,-0.042478
113,34.4,0.0164463,-0.0413621
113,34.6,0.0164295,-0.0402509
113,34.8,0.0164127,-0.0391441
113,35,0.0163959,-0.0380418
113,35.2,0.0163791,-0.036944
113,35.4,0.0163623,-0.0358505
113,35.6,0.0163455,-0.0347615
113,35.8,0.0163287,-0.0336767
113,36,0.0163119,-0.0325963
113,36.2,0.0162951,-0.0315201
113,36.4,0.0162783,-0.0304481
113,36.6,0.0162615,-0.0293803
113,36.8,0.0162447,-0.0283167
113,37,0.0162279,-0.0272572
113,37.2,0.0162111,-0.0262017
113,37.4,0.0161943,-0.0251503
113,37.6,0.0161776,-0.0241029
113,37.8,0.0161608,-0.0230594
113,38,0.016144,-0.0220199
113,38.2,0.0161272,-0.0209844
113,38.4,0.0161104,-0.0199527
113,38.6,0.0160936,-0.0189248
113,38.8,0.0160768,-0.0179008
113,39,0.01606,-0.0168805
113,39.2,0.0160432,-0.015864
113,39.4,0.0160264,-0.0148512
113,39.6,0.0160097,-0.0138421
113,39.8,0.0159929,-0.0128367
113,40,0.0159761,-0.0118349
113,40.2,0.0159593,-0.0108368
113,40.4,0.0159426,-0.00984216
113,40.6,0.0159258,-0.00885112
113,40.8,0.015909,-0.00786361
113,41,0.0158923,-0.00687959
113,41.2,0.0158755,-0.00589905
113,41.4,0.0158588,-0.00492195
113,41.6,0.015842,-0.00394827
113,41.8,0.0158253,-0.00297798
113,42,0.0158085,-0.00201106
113,42.2,0.0157918,-0.00104749
113,42.4,0.015775,-8.72271e-05
113,42.6,0.0157583,0.000869738
113,42.8,0.0157416,0.00182343
113,43,0.0157248,0.00277388
113,43.2,0.0157081,0.00372111
113,43.4,0.0156914,0.00466515
113,43.6,0.0156747,0.005606
113,43.8,0.015658,0.00654371
113,44,0.0156412,0.00747828
113,44.2,0.0156245,0.00840975
113,44.4,0.0156078,0.00933814
113,44.6,0.0155912,0.0102635
113,44.8,0.0155745,0.0111857
113,45,0.0155578,0.012105
113,45.2,0.0155411,0.0130213
113,45.4,0.0155244,0.0139345
113,45.6,0.0155078,0.0148449
113,45.8,0.0154911,0.0157523
113,46,0.0154744,0.0166567
113,46.2,0.0154578,0.0175583
113,46.4,0.0154411,0.018457
113,46.6,0.0154245,0.0193528
113,46.8,0.0154079,0.0202458
113,47,0.0153912,0.021136
113,47.2,0.0153746,0.0220234
113,47.4,0.015358,0.022908
113,47.6,0.0153414,0.0237899
113,47.8,0.0153248,0.024669
113,48,0.0153082,0.0255453
113,48.2,0.0152916,0.026419
113,48.4,0.015275,0.02729
113,48.6,0.0152584,0.0281583
113,48.8,0.0152419,0.0290239
113,49,0.0152253,0.0298869
113,49.2,0.0152087,0.0307473
113,49.4,0.0151922,0.0316051
113,49.6,0.0151756,0.0324603
113,49.8,0.0151591,0.0333129
113,50,0.0151426,0.034163
113,50.2,0.0151261,0.0350105
113,50.4,0.0151095,0.0358555
113,50.6,0.015093,0.036698
113,50.8,0.0150765,0.0375381
113,51,0.01506,0.0383756
113,51.2,0.0150436,0.0392107
113,51.4,0.0150271,0.0400433
113,51.6,0.0150106,0.0408735
113,51.8,0.0149941,0.0417013
113,52,0.0149777,0.0425267
113,52.2,0.0149612,0.0433497
113,52.4,0.0149448,0.0441704
113,52.6,0.0149284,0.0449886
113,52.8,0.0149119,0.0458046
113,53,0.0148955,0.0466182
113,53.2,0.0148791,0.0474295
113,53.4,0.0148627,0.0482385
113,53.6,0.0148463,0.0490452
113,53.8,0.0148299,0.0498496
113,54,0.0148136,0.0506518
113,54.2,0.0147972,0.0514518
113,54.4,0.0147809,0.0522495
113,54.6,0.0147645,0.053045
113,54.8,0.0147482,0.0538382
113,55,0.0147318,0.0546293
113,55.2,0.0147155,0.0554182
113,55.4,0.0146992,0.056205
113,55.6,0.0146829,0.0569895
113,55.8,0.0146666,0.057772
113,56,0.0146503,0.0585523
113,56.2,0.014634,0.0593305
113,56.4,0.0146178,0.0601066
113,56.6,0.0146015,0.0608806
113,56.8,0.0145853,0.0616525
113,57,0.014569,0.0624223
113,57.2,0.0145528,0.0631901
113,57.4,0.0145366,0.0639558
113,57.6,0.0145204,0.0647195
113,57.8,0.0145042,0.0654811
113,58,0.014488,0.0662408
113,58.2,0.0144718,0.0669984
113,58.4,0.0144556,0.0677541
113,58.6,0.0144395,0.0685078
113,58.8,0.0144233,0.0692595
113,59,0.0144072,0.0700092
113,59.2,0.014391,0.070757
113,59.4,0.0143749,0.0715029
113,59.6,0.0143588,0.0722468
113,59.8,0.0143427,0.0729888
113,60,0.0143266,0.0737289
113,60.2,0.0143105,0.0744671
113,60.4,0.0142944,0.0752035
113,60.6,0.0142784,0.0759379
113,60.8,0.0142623,0.0766705
113,61,0.0142463,0.0774012
113,61.2,0.0142302,0.0781301
113,61.4,0.0142142,0.0788571
113,61.6,0.0141982,0.0795824
113,61.8,0.0141822,0.0803057
113,62,0.0141662,0.0810273
113,62.2,0.0141502,0.0817471
113,62.4,0.0141343,0.0824651
113,62.6,0.0141183,0.0831813
113,62.8,0.0141024,0.0838958
113,63,0.0140864,0.0846085
113,63.2,0.0140705,0.0853194
113,63.4,0.0140546,0.0860286
113,63.6,0.0140387,0.086736
113,63.8,0.0140228,0.0874417
113,64,0.0140069,0.0881457
113,64.2,0.013991,0.088848
113,64.4,0.0139752,0.0895486
113,64.6,0.0139593,0.0902475
113,64.8,0.0139435,0.0909448
113,65,0.0139277,0.0916403
113,65.2,0.0139119,0.0923342
113,65.4,0.013896,0.0930264
113,65.6,0.0138803,0.093717
113,65.8,0.0138645,0.0944059
113,66,0.0138487,0.0950932
113,66.2,0.0138329,0.0957788
113,66.4,0.0138172,0.0964629
113,66.6,0.0138015,0.0971453
113,66.8,0.0137857,0.0978261
113,67,0.01377,0.0985054
113,67.2,0.0137543,0.099183
113,67.4,0.0137386,0.0998591
113,67.6,0.0137229,0.100534
113,67.8,0.0137073,0.101207
113,68,0.0136916,0.101878
113,68.2,0.013676,0.102548
113,68.4,0.0136603,0.103216
113,68.6,0.0136447,0.103883
113,68.8,0.0136291,0.104548
113,69,0.0136135,0.105212
113,69.2,0.0135979,0.105874
113,69.4,0.0135823,0.106535
113,69.6,0.0135668,0.107194
113,69.8,0.0135512,0.107851
113,70,0.0135357,0.108508
113.45,30,0.0168492,-0.0671011
113.45,30.2,0.0168327,-0.0658789
113.45,30.4,0.0168161,-0.0646622
113.45,30.6,0.0167995,-0.0634511
113.45,30.8,0.016783,-0.0622454
113.45,31,0.0167664,-0.0610452
113.45,31.2,0.0167498,-0.0598503
113.45,31.4,0.0167332,-0.0586607
113.45,31.6,0.0167166,-0.0574764
113.45,31.8,0.0167,-0.0562973
113.45,32,0.0166834,-0.0551234
113.45,32.2,0.0166668,-0.0539545
113.45,32.4,0.0166502,-0.0527908
113.45,32.6,0.0166336,-0.051632
113.45,32.8,0.016617,-0.0504782
113.45,33,0.0166004,-0.0493293
113.45,33.2,0.0165838,-0.0481852
113.45,33.4,0.0165672,-0.047046
113.45,33.6,0.0165506,-0.0459116
113.45,33.8,0.0165339,-0.0447819
113.45,34,0.0165173,-0.0436569
113.45,34.2,0.0165007,-0.0425365
113.45,34.4,0.0164841,-0.0414208
113.45,34.6,0.0164675,-0.0403096
113.45,34.8,0.0164508,-0.0392029
113.45,35,0.0164342,-0.0381007
113.45,35.2,0.0164176,-0.037003
113.45,35.4,0.0164009,-0.0359097
113.45,35.6,0.0163843,-0.0348207
113.45,35.8,0.0163677,-0.0337361
113.45,36,0.016351,-0.0326557
113.45,36.2,0.0163344,-0.0315796
113.45,36.4,0.0163178,-0.0305077
113.45,36.6,0.0163012,-0.02944
113.45,36.8,0.0162845,-0.0283765
113.45,37,0.0162679,-0.027317
113.45,37.2,0.0162513,-0.0262617
113.45,37.4,0.0162346,-0.0252103
113.45,37.6,0.016218,-0.024163
113.45,37.8,0.0162014,-0.0231197
113.45,38,0.0161848,-0.0220803
113.45,38.2,0.0161681,-0.0210448
113.45,38.4,0.0161515,-0.0200132
113.45,38.6,0.0161349,-0.0189854
113.45,38.8,0.0161183,-0.0179614
113.45,39,0.0161016,-0.0169413
113.45,39.2,0.016085,-0.0159249
113.45,39.4,0.0160684,-0.0149122
113.45,39.6,0.0160518,-0.0139032
113.45,39.8,0.0160352,-0.0128978
113.45,40,0.0160186,-0.0118961
113.45,40.2,0.016002,-0.010898
113.45,40.4,0.0159853,-0.00990354
113.45,40.6,0.0159687,-0.00891258
113.45,40.8,0.0159521,-0.00792515
113.45,41,0.0159355,-0.00694122
113.45,41.2,0.015919,-0.00596076
113.45,41.4,0.0159024,-0.00498374
113.45,41.6,0.0158858,-0.00401014
113.45,41.8,0.0158692,-0.00303994
113.45,42,0.0158526,-0.0020731
113.45,42.2,0.015836,-0.0011096
113.45,42.4,0.0158195,-0.000149423
113.45,42.6,0.0158029,0.000807462
113.45,42.8,0.0157863,0.00176108
113.45,43,0.0157698,0.00271145
113.45,43.2,0.0157532,0.0036586
113.45,43.4,0.0157366,0.00460256
113.45,43.6,0.0157201,0.00554334
113.45,43.8,0.0157035,0.00648096
113.45,44,0.015687,0.00741546
113.45,44.2,0.0156705,0.00834685
113.45,44.4,0.0156539,0.00927516
113.45,44.6,0.0156374,0.0102004
113.45,44.8,0.0156209,0.0111226
113.45,45,0.0156044,0.0120418
113.45,45.2,0.0155878,0.012958
113.45,45.4,0.0155713,0.0138712
113.45,45.6,0.0155548,0.0147814
113.45,45.8,0.0155383,0.0156888
113.45,46,0.0155218,0.0165932
113.45,46.2,0.0155054,0.0174947
113.45,46.4,0.0154889,0.0183933
113.45,46.6,0.0154724,0.0192891
113.45,46.8,0.0154559,0.020182
113.45,47,0.0154395,0.0210721
113.45,47.2,0.015423,0.0219594
113.45,47.4,0.0154065,0.022844
113.45,47.6,0.0153901,0.0237257
113.45,47.8,0.0153737,0.0246048
113.45,48,0.0153572,0.0254811
113.45,48.2,0.0153408,0.0263547
113.45,48.4,0.0153244,0.0272256
113.45,48.6,0.015308,0.0280938
113.45,48.8,0.0152916,0.0289594
113.45,49,0.0152751,0.0298223
113.45,49.2,0.0152588,0.0306826
113.45,49.4,0.0152424,0.0315404
113.45,49.6,0.015226,0.0323955
113.45,49.8,0.0152096,0.0332481
113.45,50,0.0151932,0.0340981
113.45,50.2,0.0151769,0.0349455
113.45,50.4,0.0151605,0.0357905
113.45,50.6,0.0151442,0.0366329
113.45,50.8,0.0151278,0.0374729
113.45,51,0.0151115,0.0383103
113.45,51.2,0.0150952,0.0391454
113.45,51.4,0.0150789,0.0399779
113.45,51.6,0.0150626,0.0408081
113.45,51.8,0.0150463,0.0416358
113.45,52,0.01503,0.0424611
113.45,52.2,0.0150137,0.0432841
113.45,52.4,0.0149974,0.0441046
113.45,52.6,0.0149811,0.0449229
113.45,52.8,0.0149649,0.0457387
113.45,53,0.0149486,0.0465523
113.45,53.2,0.0149324,0.0473635
113.45,53.4,0.0149161,0.0481725
113.45,53.6,0.0148999,0.0489791
113.45,53.8,0.0148837,0.0497835
113.45,54,0.0148675,0.0505856
113.45,54.2,0.0148512,0.0513855
113.45,54.4,0.014835,0.0521832
113.45,54.6,0.0148189,0.0529786
113.45,54.8,0.0148027,0.0537718
113.45,55,0.0147865,0.0545628
113.45,55.2,0.0147703,0.0553517
113.45,55.4,0.0147542,0.0561384
113.45,55.6,0.0147381,0.0569229
113.45,55.8,0.0147219,0.0577053
113.45,56,0.0147058,0.0584855
113.45,56.2,0.0146897,0.0592636
113.45,56.4,0.0146736,0.0600397
113.45,56.6,0.0146575,0.0608136
113.45,56.8,0.0146414,0.0615855
113.45,57,0.0146253,0.0623552
113.45,57.2,0.0146092,0.063123
113.45,57.4,0.0145932,0.0638886
113.45,57.6,0.0145771,0.0646523
113.45,57.8,0.0145611,0.0654139
113.45,58,0.014545,0.0661735
113.45,58.2,0.014529,0.0669311
113.45,58.4,0.014513,0.0676867
113.45,58.6,0.014497,0.0684403
113.45,58.8,0.014481,0.0691919
113.45,59,0.014465,0.0699416
113.45,59.2,0.014449,0.0706894
113.45,59.4,0.0144331,0.0714352
113.45,59.6,0.0144171,0.0721791
113.45,59.8,0.0144012,0.072921
113.45,60,0.0143852,0.0736611
113.45,60.2,0.0143693,0.0743992
113.45,60.4,0.0143534,0.0751355
113.45,60.6,0.0143375,0.0758699
113.45,60.8,0.0143216,0.0766024
113.45,61,0.0143057,0.0773331
113.45,61.2,0.0142898,0.0780619
113.45,61.4,0.0142739,0.0787889
113.45,61.6,0.0142581,0.0795141
113.45,61.8,0.0142422,0.0802374
113.45,62,0.0142264,0.080959
113.45,62.2,0.0142106,0.0816787
113.45,62.4,0.0141948,0.0823966
113.45,62.6,0.014179,0.0831128
113.45,62.8,0.0141632,0.0838272
113.45,63,0.0141474,0.0845398
113.45,63.2,0.0141316,0.0852507
113.45,63.4,0.0141159,0.0859599
113.45,63.6,0.0141001,0.0866673
113.45,63.8,0.0140844,0.0873729
113.45,64,0.0140686,0.0880769
113.45,64.2,0.0140529,0.0887791
113.45,64.4,0.0140372,0.0894797
113.45,64.6,0.0140215,0.0901785
113.45,64.8,0.0140058,0.0908757
